Month,Day,Year,california,oregon,washington
10,21,2007,0.431,0.102,1.7
11,21,2007,0.095,0.042,0
12,21,2007,4.481,0.082,0.078
1,22,2007,0.046,0.007,1.235
2,22,2007,14.35,4.50799999999999,1.458
3,22,2007,0.828000000000001,0.279,1.88
4,22,2007,9.58499999999999,1.69199999999999,0.977000000000001
5,22,2007,0.066,0.11,0.201
6,22,2007,0.064,0.045,0.241
7,22,2007,0.166,0.465,1.809
8,22,2007,0.035,0.01,0.031
9,22,2007,6.43699999999998,0.927,0.329
10,22,2007,0.059,0.05,0.774
11,22,2007,0.059,0.031,0
12,22,2007,0.674,2.66199999999999,3.619
1,23,2007,0.102,0.023,1.63
2,23,2007,9.28499999999999,2.10199999999999,1.103
3,23,2007,0.923000000000001,0.406,3.054
4,23,2007,3.46999999999999,0.027,0.0980000000000001
5,23,2007,0.03,0.0910000000000001,0.028
6,23,2007,0.118,0.035,0.586
7,23,2007,0.277,0.326,0.725000000000001
8,23,2007,0.024,0.01,0.02
9,23,2007,4.771,0.427,0.006
10,23,2007,0.033,0.032,0
11,23,2007,0.051,0.002,0
12,23,2007,1.688,6.82499999999999,8.30699999999999
1,24,2007,0.139,0.017,0.019
2,24,2007,6.721,7.42999999999999,5.20299999999999
3,24,2007,0.701,2.185,6.865
4,24,2007,0.048,0.207,0.696000000000001
5,24,2007,0.012,0.028,0.026
6,24,2007,0.131,0.601,2.209
7,24,2007,0.748000000000001,0.04,0.002
8,24,2007,0.007,0.003,0
9,24,2007,0.45,0.004,0.034
10,24,2007,0.016,0.282,0.820000000000001
11,24,2007,0.156,0.003,0.031
12,24,2007,1.56299999999999,2.52299999999999,1.043
1,25,2007,0.064,0.015,0.068
2,25,2007,13.648,4.69499999999999,3.24599999999999
3,25,2007,0.317,2.06999999999999,1.022
4,25,2007,0.037,0.546,0.817000000000001
5,25,2007,0.003,0.046,0
6,25,2007,0.073,0.008,0.148
7,25,2007,0.821000000000001,0.043,0
8,25,2007,0.189,0.041,0.163
9,25,2007,0.046,0,0.012
10,25,2007,0.055,0.064,0.014
11,25,2007,0.193,0.004,0.005
12,25,2007,0.846000000000001,2.15599999999999,2.441
1,26,2007,0.07,0.018,0
2,26,2007,15.519,3.19199999999999,1.858
3,26,2007,5.166,4.61099999999999,1.507
4,26,2007,0.046,0.028,0.935
5,26,2007,0.122,0.013,0
6,26,2007,0.045,0.107,0.009
7,26,2007,0.436,0.038,0
8,26,2007,1.157,0.056,0.242
9,26,2007,0.053,0.003,0
10,26,2007,0.121,0.039,0
11,26,2007,0.394,1.888,2.336
12,26,2007,0.706000000000001,2.2,1.558
1,27,2007,2.00399999999999,0.041,0.008
2,27,2007,13.399,2.85299999999999,2.15499999999999
3,27,2007,6.82299999999999,1.92699999999999,1.307
4,27,2007,0.092,0.014,2.794
5,27,2007,0.217,0.258,0.467
6,27,2007,0.019,0.05,0.049
7,27,2007,0.249,0.01,0
8,27,2007,1.268,0.001,0
9,27,2007,0.072,0.615,2.202
10,27,2007,0.472,0.037,0
11,27,2007,0.51,1.021,0.728000000000001
12,27,2007,2.838,4.78399999999999,4.06999999999999
1,28,2007,3.23699999999999,0.008,0
2,28,2007,7.00099999999999,3.53999999999999,2.808
3,28,2007,1.948,0.113,0.013
4,28,2007,0.083,0.015,0.099
5,28,2007,0.129,0.002,0.154
6,28,2007,0.242,1.012,1.889
7,28,2007,0.136,0,0.011
8,28,2007,0.644,0.005,0
9,28,2007,0.942000000000001,3.34299999999999,2.114
10,28,2007,0.581,0.024,0.219
11,28,2007,0.444,1.704,2.365
12,28,2007,4.16399999999999,3.34199999999999,3.34299999999999
1,29,2007,1.391,0.039,0.044
3,29,2007,0.023,0.034,0
4,29,2007,0.016,0.039,0.134
5,29,2007,0.034,0,0
6,29,2007,0.351,1.064,2.411
7,29,2007,0.155,0.136,0.168
8,29,2007,0.496,0.168,0.003
9,29,2007,0.944000000000001,0.6,2.592
10,29,2007,2.141,1.526,0.105
11,29,2007,0.297,2.097,1.30299999999999
12,29,2007,4.00699999999999,4.07199999999999,2.688
1,30,2007,1.123,0.011,0
3,30,2007,0.014,0.224,0.367
4,30,2007,0.01,0.077,0.122
5,30,2007,0.004,0.001,0
6,30,2007,0.17,0.016,0.005
7,30,2007,0.423,0.013,0
8,30,2007,0.883000000000001,0.346,0.191
9,30,2007,2.357,7.395,6.80599999999999
10,30,2007,2.14699999999999,0.25,0
11,30,2007,5.297,0.178,0.237
12,30,2007,2.48599999999999,2.469,2.443
1,31,2007,1.35099999999999,0.043,0.001
3,31,2007,0.049,1.173,0.757000000000001
5,31,2007,0.004,0,0
7,31,2007,0.447,0.018,0
8,31,2007,1.038,0.196,0.424
10,31,2007,0.212,0.027,0.037
12,31,2007,0.206,0.013,0.17
1,1,2008,0.071,0.023,0.362
2,1,2008,11.066,3.17199999999999,2.81699999999999
3,1,2008,0.844000000000001,3.02499999999999,1.488
4,1,2008,0.026,0.01,0.045
5,1,2008,0.06,0.008,0
6,1,2008,0.114,0.323,1.676
7,1,2008,0.01,0.085,0.319
8,1,2008,0.032,0.454,0.961000000000001
9,1,2008,0.126,0.029,0.008
10,1,2008,0.282,0.118,0.151
11,1,2008,18.885,3.24899999999999,2.85799999999999
12,1,2008,0.185,1.12,1.605
1,2,2008,0.123,2.359,3.46899999999999
2,2,2008,12.634,8.35999999999999,2.29199999999999
3,2,2008,0.35,0.047,0.04
4,2,2008,2.002,0.007,0.009
5,2,2008,0.432,0.159,0.279
6,2,2008,0.081,1.669,0.779000000000001
7,2,2008,0.008,0.105,0.102
8,2,2008,0.025,0.041,0.025
9,2,2008,0.067,0.036,0
10,2,2008,1.042,3.46799999999999,2.54
11,2,2008,18.111,3.56099999999999,3.49899999999999
12,2,2008,0.161,1.711,1.025
1,3,2008,5.947,2.27799999999999,3.44199999999999
2,3,2008,19.953,2.48399999999999,0.282
3,3,2008,0.029,0.891000000000001,2.21
4,3,2008,2.21199999999999,0,0
5,3,2008,0.474,0.444,0.623
6,3,2008,0.488,5.08099999999999,4.70899999999999
7,3,2008,0.01,0.233,1.097
8,3,2008,0.021,0.004,0.003
9,3,2008,0.039,0.018,0
10,3,2008,7.44299999999999,7.61799999999999,5.375
11,3,2008,10.711,8.42799999999999,3.306
12,3,2008,0.057,0.069,0.06
1,4,2008,42.85,7.02599999999999,6.75299999999999
2,4,2008,8.44899999999998,0.508,0.677
3,4,2008,0.16,0.507,0.599
4,4,2008,0.314,1.902,2.099
5,4,2008,0.272,0.183,0.003
6,4,2008,0.471,0.523,0.341
7,4,2008,0.012,0.589,0.538
8,4,2008,0.142,0.012,0
9,4,2008,0.021,0.013,0
10,4,2008,9.63499999999999,4.541,4.69799999999999
11,4,2008,9.091,4.15899999999999,4.60999999999999
12,4,2008,0.023,0.044,0
1,5,2008,48.2800000000001,4.77699999999999,2.554
2,5,2008,0.417,2.577,4.834
3,5,2008,0.146,0.005,0.003
4,5,2008,0.175,1.904,1.022
5,5,2008,0.255,0.039,0.023
6,5,2008,0.055,1.108,1.847
7,5,2008,0.041,0.332,0.770000000000001
8,5,2008,0.379,0,0
9,5,2008,0.052,0.017,0.065
10,5,2008,3.25399999999999,1.273,0.686
11,5,2008,2.81299999999999,4.45299999999999,0.215
12,5,2008,0.054,0.036,0.009
1,6,2008,17.423,4.16599999999999,1.457
2,6,2008,0.403,3.76,5.325
3,6,2008,0.051,0.101,0.0970000000000001
4,6,2008,0.45,2.33499999999999,2.25699999999999
5,6,2008,0.215,0.358,0.039
6,6,2008,0.08,1.896,2.717
7,6,2008,0.052,0.02,0.01
8,6,2008,0.4,0.199,0.011
9,6,2008,0.102,0.015,0.006
10,6,2008,0.113,0.601,2.71699999999999
11,6,2008,1.994,3.206,9.188
12,6,2008,0.118,0.057,0.605
1,7,2008,8.67899999999998,2.66699999999999,1.872
2,7,2008,0.659,3.655,4.91499999999999
3,7,2008,0.341,2.19499999999999,1.391
4,7,2008,0.485,1.342,2.13599999999999
5,7,2008,0.293,0.125,0.558
6,7,2008,0.063,0.223,0.566
7,7,2008,0.032,0.023,0
8,7,2008,0.329,0.703,0.142
9,7,2008,0.066,0.008,0
10,7,2008,0.119,0.769000000000001,1.568
11,7,2008,0.445,0.607,8.911
12,7,2008,0.693000000000001,1.86,3.40699999999999
1,8,2008,10.539,10.38,4.42599999999999
2,8,2008,0.499,1.965,4.90699999999999
3,8,2008,0.344,0.750000000000001,0.541
4,8,2008,0.521,2.50599999999999,1.34
5,8,2008,0.135,0.022,0.105
6,8,2008,0.006,0.037,0.064
7,8,2008,0.032,0.005,0
8,8,2008,0.186,0.144,0.913000000000001
9,8,2008,0.023,0.021,0
10,8,2008,0.174,0.039,0.112
11,8,2008,2.571,4.56799999999999,4.275
12,8,2008,0.675,0.296,0.181
1,9,2008,10.579,2.803,2.49099999999999
2,9,2008,0.117,0.326,2.057
3,9,2008,0.042,0.122,0.053
4,9,2008,0.466,0.616,0.366
5,9,2008,0.082,0.018,0.003
6,9,2008,0.047,1.082,3.02099999999999
7,9,2008,0.017,0.004,0
8,9,2008,0.08,0.17,1.501
9,9,2008,0.017,0.035,0
10,9,2008,0.158,1.358,0.495
11,9,2008,3.42699999999998,1.152,1.164
12,9,2008,0.171,0.059,1.581
1,10,2008,4.74499999999999,5.717,6.72699999999999
2,10,2008,0.083,0.816000000000001,2.146
3,10,2008,0.103,1.503,3.32299999999999
4,10,2008,0.095,0.336,0.421
5,10,2008,0.119,0.537,2.006
6,10,2008,0.054,2.17,2.25199999999999
7,10,2008,0.126,0.005,0.013
8,10,2008,0.088,0.013,0.093
9,10,2008,0.015,0.048,0
10,10,2008,0.357,0.592,0.026
11,10,2008,1.063,0.54,1.115
12,10,2008,0.125,0.104,0.152
1,11,2008,2.32299999999999,1.953,2.267
2,11,2008,0.08,0.036,0.930000000000001
3,11,2008,0.148,0.536,2.135
4,11,2008,0.058,0.031,0
5,11,2008,0.111,0.223,1.014
6,11,2008,0.027,0.163,0.499
7,11,2008,0.377,0.012,0
8,11,2008,0.046,0.009,0.002
9,11,2008,0.036,0.068,0
10,11,2008,0.339,0.02,0
11,11,2008,1.798,8.47099999999999,6.89699999999999
12,11,2008,0.029,0.095,0
1,12,2008,1.386,3.57299999999999,2.12299999999999
2,12,2008,0.118,0.52,1.397
3,12,2008,1.726,0.703000000000001,0.16
4,12,2008,0.049,0.006,0
5,12,2008,0.083,0.0990000000000001,0.026
6,12,2008,0.045,0.057,0.007
7,12,2008,1.566,0.002,0
8,12,2008,0.046,0.018,0.004
9,12,2008,0.068,0.007,0
10,12,2008,0.078,0.022,0.117
11,12,2008,2.056,6.30699999999999,11.438
12,12,2008,0.938000000000001,4.01399999999999,4.94599999999999
1,13,2008,1.204,0.062,0.132
2,13,2008,0.202,0.689000000000001,0.346
3,13,2008,3.63399999999999,4.63899999999999,3.343
4,13,2008,0.072,0.13,0.291
5,13,2008,0.062,0.821000000000001,2.23499999999999
6,13,2008,0.03,0.035,0.097
7,13,2008,2.12499999999999,0,0
8,13,2008,0.056,0.005,0
9,13,2008,0.065,0.027,0
10,13,2008,0.09,0.12,1.597
11,13,2008,0.543,1.501,0.474
12,13,2008,3.15499999999999,3.67699999999999,3.96299999999999
1,14,2008,0.084,2.466,3.91799999999999
2,14,2008,0.332,0.022,0.001
3,14,2008,4.59499999999999,4.66699999999999,3.19499999999999
4,14,2008,0.718,2.87599999999999,2.51999999999999
5,14,2008,0.067,0.332,1.025
6,14,2008,0.002,0.017,0
7,14,2008,0.995000000000001,0.009,0
8,14,2008,0.134,0.018,0
9,14,2008,0.076,0.015,0
10,14,2008,0.196,0.102,0.104
11,14,2008,0.318,0.056,0.106
12,14,2008,7.22599999999999,3.54999999999999,1.212
1,15,2008,0.284,0.36,0.174
2,15,2008,0.218,0.078,0.994000000000001
3,15,2008,4.99599999999998,2.34599999999999,1.2
4,15,2008,0.821000000000001,0.720000000000001,0.924000000000001
5,15,2008,0.035,0.001,0
6,15,2008,0.009,0.001,0
7,15,2008,0.295,0.033,0
8,15,2008,0.118,0.02,0
9,15,2008,0.071,0,0
10,15,2008,0.208,0.117,0.542
11,15,2008,0.099,0.038,0.036
12,15,2008,14.857,1.86899999999999,0.053
1,16,2008,0.232,0.048,0.003
2,16,2008,0.052,0.038,0.021
3,16,2008,2.71099999999999,0.403,0.933000000000001
4,16,2008,0.205,0.152,0.011
5,16,2008,0.012,0,0
6,16,2008,0.016,0.002,0
7,16,2008,0.151,0.06,0
8,16,2008,0.067,0.025,0
9,16,2008,0.098,0,0
10,16,2008,0.126,0.331,0.843000000000001
11,16,2008,0.038,0.016,0
12,16,2008,11.373,0.093,0.002
1,17,2008,0.043,0.039,0.002
2,17,2008,0.047,0.055,0
3,17,2008,0.492,1.571,1.574
4,17,2008,0.059,0.048,0.078
5,17,2008,0.01,0,0.004
6,17,2008,0.009,0.005,0.014
7,17,2008,0.056,0.003,0
8,17,2008,0.114,0.534,0.105
9,17,2008,0.123,0.003,0
10,17,2008,0.146,0.063,0.53
11,17,2008,0.002,0.046,0.001
12,17,2008,7.863,1.207,4.58899999999999
1,18,2008,0.032,0.03,0.018
2,18,2008,0.284,0.067,0.002
3,18,2008,0.296,2.69699999999999,0.982000000000001
4,18,2008,0.04,0.351,1.522
5,18,2008,0.025,0,0
6,18,2008,0.002,0.004,0.041
7,18,2008,0.024,0.006,0
8,18,2008,0.165,1.196,2.353
9,18,2008,0.047,0.002,0
10,18,2008,0.083,0.248,0.032
11,18,2008,0.001,0.062,0.081
12,18,2008,9.93200000000001,6.65899999999999,2.52599999999999
1,19,2008,0.038,1.213,2.118
2,19,2008,2.28299999999999,0.728000000000001,0.061
3,19,2008,1.36,2.64199999999999,1.656
4,19,2008,0.27,1.579,1.747
5,19,2008,0.051,0.041,0.105
6,19,2008,0.002,0.013,0.142
7,19,2008,0.05,0.018,0
8,19,2008,0.218,2.376,3.52099999999999
9,19,2008,0.032,0.162,0.196
10,19,2008,0.04,0.031,0
11,19,2008,0.004,0.12,0
12,19,2008,4.91199999999999,2.32099999999999,0.155
1,20,2008,0.982000000000001,2.23899999999999,0.757
2,20,2008,4.12199999999998,0.25,0.067
3,20,2008,1.368,2.439,2.252
4,20,2008,0.455,1.80199999999999,1.526
5,20,2008,0.159,3.075,4.05299999999999
6,20,2008,0.005,0.024,0
7,20,2008,0.638,0.015,0
8,20,2008,0.485,5.038,4.46299999999999
9,20,2008,0.039,1.46,2.918
10,20,2008,0.143,1.243,2.77999999999999
11,20,2008,0.603,2.40299999999999,2.739
12,20,2008,2.19399999999999,4.89399999999999,2.98199999999999
1,21,2008,3.47799999999999,0.05,0
2,21,2008,7.69799999999997,0.882000000000001,0.164
3,21,2008,0.232,0.27,0.972000000000001
4,21,2008,0.351,1.599,1.387
5,21,2008,0.157,1.955,1.227
6,21,2008,0.034,0.835000000000001,1.556
7,21,2008,0.603,0.033,0.001
8,21,2008,0.385,0.704000000000001,1.745
9,21,2008,0.02,0.871000000000001,1.833
10,21,2008,0.156,0.046,0.025
11,21,2008,0.665,0.46,1.332
12,21,2008,6.97299999999999,6.465,4.55099999999999
1,22,2008,6.07199999999999,0.012,0
2,22,2008,11.241,1.27,1.004
3,22,2008,0.101,0.042,0.015
4,22,2008,3.291,5.10399999999999,1.92799999999999
5,22,2008,0.238,1.719,0.525
6,22,2008,0.03,0.089,0.222
7,22,2008,0.057,0.106,0.066
8,22,2008,0.049,0.014,0
9,22,2008,0.04,0.32,0.667
10,22,2008,0.15,0.071,0
11,22,2008,0.12,0.634,0.329
12,22,2008,10.382,3.24699999999999,0.918000000000001
1,23,2008,11.634,0.005,0
2,23,2008,13.876,1.069,0.186
3,23,2008,0.326,2.343,4.74099999999999
4,23,2008,3.95199999999999,3.63499999999999,2.121
5,23,2008,2.61299999999999,2.82199999999999,2.00799999999999
6,23,2008,0.016,0.015,0.142
7,23,2008,0.099,0.005,0.116
8,23,2008,0.033,0.02,0
9,23,2008,0.067,0.027,0.059
10,23,2008,0.161,0.037,0.001
11,23,2008,0.055,0.069,0
12,23,2008,5.27099999999999,0.331,0.095
1,24,2008,13.124,0.657,0
2,24,2008,19.31,1.97699999999999,0.759000000000001
3,24,2008,0.773,0.792000000000001,0.497
4,24,2008,0.812000000000001,0.475,0.992000000000001
5,24,2008,5.88999999999998,0.915000000000001,1.007
6,24,2008,0.062,0.03,0.017
7,24,2008,0.08,0.001,0
8,24,2008,0.047,0.556,3.563
9,24,2008,0.071,0.336,1.16
10,24,2008,0.101,0.027,0.034
11,24,2008,0.038,0.064,0
12,24,2008,10.72,7.98399999999999,4.55399999999999
1,25,2008,14.644,0.033,0
2,25,2008,11.18,0.717000000000001,0.443
3,25,2008,0.904000000000001,1.808,1.817
4,25,2008,0.043,0.077,0.193
5,25,2008,6.03699999999998,1.339,1.457
6,25,2008,0.049,0.003,0
7,25,2008,0.062,0,0.01
8,25,2008,0.063,0.772000000000001,0.748000000000001
9,25,2008,0.049,0.267,1.341
10,25,2008,0.049,0.009,0.012
11,25,2008,2.23099999999999,0.959000000000001,0.831000000000001
12,25,2008,18.98,2.88699999999999,1.528
1,26,2008,16.591,5.27399999999999,3.72799999999999
2,26,2008,0.0930000000000001,0.015,0.041
3,26,2008,1.975,5.156,3.00099999999999
4,26,2008,0.037,0.021,0
5,26,2008,3.34899999999999,1.849,2.107
6,26,2008,0.003,0,0
7,26,2008,0.074,0.044,0.169
8,26,2008,0.072,0.026,1.527
9,26,2008,0.046,0.034,0.002
10,26,2008,0.06,0.035,0
11,26,2008,9.35599999999998,0.049,0
12,26,2008,9.63800000000001,2.298,2.85999999999999
1,27,2008,23.615,7.986,2.81399999999999
2,27,2008,0.01,0.036,0.36
3,27,2008,1.627,0.691000000000001,1.543
4,27,2008,0.011,0.059,0.142
5,27,2008,2.80799999999999,2.55099999999999,1.065
6,27,2008,0,0.006,0
7,27,2008,0.072,0.076,0.346
8,27,2008,0.094,0.232,1.357
9,27,2008,0.045,0.018,0.003
10,27,2008,0.079,0.106,0
11,27,2008,8.19099999999998,0.128,0.172
12,27,2008,2.6,8.87899999999999,6.461
1,28,2008,19.989,2.41299999999999,1.124
2,28,2008,0.013,0.028,0.101
3,28,2008,2.037,4.41599999999999,4.045
4,28,2008,0.028,0.51,2.11
5,28,2008,3.28799999999999,5.42999999999999,0.381
6,28,2008,0.008,0.002,0
7,28,2008,0.093,0.009,0.031
8,28,2008,0.08,0,0.854000000000001
9,28,2008,0.089,0.05,0
10,28,2008,0.047,0.045,0
11,28,2008,1.109,0.161,1.854
12,28,2008,4.59,7.16899999999999,3.19
1,29,2008,7.55499999999998,6.65699999999999,4.59899999999999
2,29,2008,0.502,3.009,3.07799999999999
3,29,2008,2.22199999999999,0.675,2.075
4,29,2008,0.705000000000001,3.47899999999999,1.215
5,29,2008,1.67899999999999,3.09799999999999,0.850000000000001
6,29,2008,0.012,0.046,0.189
7,29,2008,0.122,0.293,1.425
8,29,2008,0.089,0.055,1.043
9,29,2008,0.713000000000001,0.068,0
10,29,2008,0.06,0.054,0.005
11,29,2008,0.187,0.285,1.696
12,29,2008,3.81999999999999,8.229,4.74099999999999
1,30,2008,5.832,4.05099999999999,3.70399999999999
3,30,2008,0.541,0.821000000000001,1.524
4,30,2008,0.727000000000001,1.195,0.679
5,30,2008,0.422,0.475,0.036
6,30,2008,0.007,0.085,0.094
7,30,2008,0.102,0.047,0.081
8,30,2008,0.261,0.063,0.025
9,30,2008,0.873,0.104,0.089
10,30,2008,1.192,0.419,0.32
11,30,2008,0.182,0.055,0.08
12,30,2008,1.666,0.621,1.183
1,31,2008,11.818,7.379,4.227
3,31,2008,0.291,0.183,1.336
5,31,2008,0.109,1.028,0.615
7,31,2008,0.066,0.109,1.167
8,31,2008,0.296,0.271,0.411
10,31,2008,4.62899999999999,1.325,2.41
12,31,2008,0.346,1.674,3.82399999999999
1,1,2009,0.984000000000001,10.078,8.278
2,1,2009,0.046,0.068,0.49
3,1,2009,10.156,3.46499999999999,3.226
4,1,2009,0.042,3.196,4.24199999999999
5,1,2009,8.56499999999999,3.197,0.008
6,1,2009,3.74399999999998,2.474,0.008
7,1,2009,0.245,0.003,0
8,1,2009,0.401,0.37,0
9,1,2009,0.121,0.033,0.342
10,1,2009,0.16,0.09,1.017
11,1,2009,0.03,0.053,0.006
12,1,2009,0.015,0.044,0.032
1,2,2009,4.55099999999999,4.86699999999999,2.27199999999999
2,2,2009,0.083,0.05,0.197
3,2,2009,20.408,5.73199999999999,2.916
4,2,2009,0.504,4.54999999999999,3.72799999999999
5,2,2009,13.079,5.44899999999999,3.94699999999999
6,2,2009,3.96699999999999,4.72299999999999,0.022
7,2,2009,0.169,0.032,0
8,2,2009,0.915000000000001,1.093,0.011
9,2,2009,0.155,0.009,0.083
10,2,2009,0.227,0.172,1.068
11,2,2009,0.042,0.01,0.205
12,2,2009,0.011,0.039,0
1,3,2009,3.90699999999999,0.212,0.886000000000001
2,3,2009,0.068,0.063,0.001
3,3,2009,19.509,2.80899999999999,2.93599999999999
4,3,2009,0.543,0.800000000000001,0.943000000000001
5,3,2009,8.04599999999998,4.11999999999999,0.679
6,3,2009,4.13299999999998,3.223,0.093
7,3,2009,0.101,0.129,0
8,3,2009,0.61,0.046,0.009
9,3,2009,0.114,0.021,1.309
10,3,2009,0.367,2.306,1.147
11,3,2009,0.128,0,0
12,3,2009,0.008,0.036,0
1,4,2009,0.524,3.141,4.99499999999999
2,4,2009,0.056,0.017,0
3,4,2009,11.809,1.75499999999999,1.017
4,4,2009,0.0890000000000001,0.021,0.028
5,4,2009,11.978,7.77399999999999,4.69399999999999
6,4,2009,3.21999999999999,1.714,0.671
7,4,2009,0.084,0.012,0
8,4,2009,0.007,0.016,0
9,4,2009,0.216,0.29,0.519
10,4,2009,0.533,2.26199999999999,0.0920000000000001
11,4,2009,0.156,0.016,0
12,4,2009,0.063,0.051,0.021
1,5,2009,2.071,5.60799999999999,2.71999999999999
2,5,2009,5.01299999999999,1.64299999999999,0.405
3,5,2009,3.88799999999998,4.097,2.91999999999999
4,5,2009,0.044,0.049,0.001
5,5,2009,10.556,2.34,3.7
6,5,2009,4.754,2.54199999999999,0.573
7,5,2009,0.057,0.016,0.036
8,5,2009,0.279,0.0950000000000001,0.084
9,5,2009,0.714,2.63,2.75199999999999
10,5,2009,0.319,0.124,0
11,5,2009,1.961,3.97399999999999,4.643
12,5,2009,0.243,0.12,0.352
1,6,2009,2.19899999999999,5.149,9.904
2,6,2009,12.483,2.23599999999999,0.690000000000001
3,6,2009,0.898000000000001,0.806000000000001,0.007
4,6,2009,0.07,0.017,0
5,6,2009,2.94299999999999,4.57599999999999,5.791
6,6,2009,4.52599999999999,1.497,2.10599999999999
7,6,2009,0.03,0.069,1.522
8,6,2009,2.391,3.58499999999999,1.71099999999999
9,6,2009,0.708000000000001,1.574,4.30399999999999
10,6,2009,0.109,0.011,0.004
11,6,2009,3.96999999999999,3.04199999999999,4.231
12,6,2009,1.016,0.449,0.042
1,7,2009,0.608,5.503,14.763
2,7,2009,11.967,0.144,0
3,7,2009,0.321,0.693000000000001,2.45599999999999
4,7,2009,3.25399999999999,0.62,0.019
5,7,2009,1.503,0.626,1.315
6,7,2009,0.768,0.401,0.602
7,7,2009,0.067,0.01,0.532
8,7,2009,2.182,4.31199999999999,1.057
9,7,2009,0.315,0.202,1.351
10,7,2009,0.106,0.015,0.003
11,7,2009,2.127,2.955,3.69899999999999
12,7,2009,9.261,0.08,0.002
1,8,2009,1.025,4.88499999999999,3.345
2,8,2009,8.57099999999999,1.284,0.476
3,8,2009,0.18,1.839,1.145
4,8,2009,5.75299999999998,3.42599999999999,0.455
5,8,2009,0.038,0.025,0.196
6,8,2009,0.53,0.06,0.444
7,8,2009,0.081,0.064,0.909
8,8,2009,0.106,0.136,0.171
9,8,2009,0.146,0.017,0.02
10,8,2009,0.092,0.029,0.004
11,8,2009,0.106,1.679,1.28
12,8,2009,8.468,0.059,0
1,9,2009,0.878000000000001,0.069,0.134
2,9,2009,8.04399999999998,1.516,0.805000000000001
3,9,2009,0.33,1.509,1.953
4,9,2009,7.40799999999998,3.57999999999999,0.994000000000001
5,9,2009,0.008,0.136,0.465
6,9,2009,0.816000000000001,1.448,0.198
7,9,2009,0.157,0.029,0.276
8,9,2009,0.065,0.062,0.162
9,9,2009,0.134,0.032,0.631
10,9,2009,0.094,0.032,0
11,9,2009,0.602,2.459,3.673
12,9,2009,0.075,0.094,0
1,10,2009,0.085,0.432,3.961
2,10,2009,5.72699999999997,2.23899999999999,1.735
3,10,2009,0.158,0.241,0.217
4,10,2009,8.02399999999998,1.008,1.049
5,10,2009,0.011,0.231,1.045
6,10,2009,1.031,1.878,0.731
7,10,2009,0.2,0.121,0.005
8,10,2009,0.088,0.028,1.995
9,10,2009,0.149,0.003,0
10,10,2009,0.054,0.008,0.008
11,10,2009,0.692,0.939000000000001,2.536
12,10,2009,2.26199999999999,0.025,0
1,11,2009,0.071,0.618,1.216
2,11,2009,5.61399999999998,1.77599999999999,0.185
3,11,2009,0.013,0.026,0
4,11,2009,3.24099999999999,0.122,1.021
5,11,2009,0.044,0.48,1.825
6,11,2009,1.188,2.298,0.293
7,11,2009,0.154,0.053,0.007
8,11,2009,0.095,0.93,2.04099999999999
9,11,2009,0.102,0.02,0
10,11,2009,0.007,0.024,0
11,11,2009,0.929000000000001,2.41699999999999,1.392
12,11,2009,8.80999999999997,0.821000000000001,0
1,12,2009,0.033,0.126,0.228
2,12,2009,5.44999999999998,1.184,0.152
3,12,2009,0.041,0.048,0
4,12,2009,0.384,2.96,7.425
5,12,2009,0.036,1.19,2.03
6,12,2009,1.45,0.940000000000001,0.661
7,12,2009,0.168,0.631,0.957000000000001
8,12,2009,0.046,0.993000000000001,1.143
9,12,2009,0.154,0.024,0
10,12,2009,0.554,0.105,0.072
11,12,2009,1.40999999999999,1.803,0.359
12,12,2009,20.126,2.34499999999999,0.068
1,13,2009,0.039,0.078,0.035
2,13,2009,9.73199999999998,2.094,0.446
3,13,2009,0.048,0.038,0.224
4,13,2009,0.379,1.5,2.742
5,13,2009,0.151,3.173,3.93299999999999
6,13,2009,2.68699999999999,2.88899999999999,1.402
7,13,2009,0.101,0.211,3.304
8,13,2009,0.131,1.446,1.768
9,13,2009,1.125,0.165,0.005
10,13,2009,29.453,6.16,3.62999999999999
11,13,2009,1.086,2.51699999999999,3.283
12,13,2009,17.019,0.833000000000001,0.990000000000001
1,14,2009,0.053,0.043,0
2,14,2009,11.486,1.42099999999999,0.733
3,14,2009,0.699,4.21499999999999,4.30199999999999
4,14,2009,0.593,1.056,1.48
5,14,2009,0.598,1.74899999999999,1.665
6,14,2009,2.12099999999999,1.505,1.324
7,14,2009,0,0.02,0.013
8,14,2009,0.134,0.064,0.791000000000001
9,14,2009,1.53399999999999,0.635,0.029
10,14,2009,34.362,5.24999999999999,3.79399999999999
11,14,2009,0.511,0.0760000000000001,0.216
12,14,2009,4.13099999999999,3.36099999999999,3.75799999999999
1,15,2009,0.096,0.072,0.002
2,15,2009,11.768,1.688,0.932000000000001
3,15,2009,5.42,7.69499999999999,5.22899999999999
4,15,2009,0.649,0.72,0.079
5,15,2009,0.45,0.032,0
6,15,2009,0.789000000000001,1.017,1.083
7,15,2009,0.009,0.021,0
8,15,2009,0.092,0.029,0.044
9,15,2009,0.524,0.032,0.011
10,15,2009,5.68999999999999,0.636,1.285
11,15,2009,0.179,0.341,2.843
12,15,2009,6.685,10.822,5.55799999999999
1,16,2009,0.102,0.064,0.006
2,16,2009,20.244,1.087,0.104
3,16,2009,8.16599999999999,4.78899999999999,2.87499999999999
4,16,2009,0.196,0.074,0.554
5,16,2009,0.036,0.024,0
6,16,2009,0.829000000000001,0.195,0.116
7,16,2009,0.111,0.003,0
